Bairro,Distrito,Divisão,Zona
Vila Nilo,JAÇANÃ,,NORTE
Vila Nova Galvao,JAÇANÃ,,NORTE
Vila Santa Terezinha,JAÇANÃ,,NORTE
Chácara São Joao,JAÇANÃ,,NORTE
Vila Amélia,MANDAQUI,,NORTE
Vila Aurora,MANDAQUI,,NORTE
Vila Basileia,MANDAQUI,,NORTE
Cantareira,MANDAQUI,,NORTE
Jardim Carlu,MANDAQUI,,NORTE
Vila Celeste,MANDAQUI,,NORTE
Jardim Emília,MANDAQUI,,NORTE
Chácara do Encosto,MANDAQUI,,NORTE
Jardim Flamingo,MANDAQUI,,NORTE
Vila Guaça,MANDAQUI,,NORTE
Horto Florestal,MANDAQUI,,NORTE
Imirim,MANDAQUI,,NORTE
Jardim Itatinga,MANDAQUI,,NORTE
Lauzane Paulista,MANDAQUI,,NORTE
Jardim Malba,MANDAQUI,,NORTE
Mandaqui,MANDAQUI,,NORTE
Parque Mandaqui,MANDAQUI,,NORTE
Jardim Maninos,MANDAQUI,,NORTE
Jardim Ormendina,MANDAQUI,,NORTE
Jardim Paraíso,MANDAQUI,,NORTE
Pedra Branca,MANDAQUI,,NORTE
Sitio Pedra Branca,MANDAQUI,,NORTE
Vila Pedra Branca,MANDAQUI,,NORTE
Jardim Picolo,MANDAQUI,,NORTE
Vila Romero,MANDAQUI,,NORTE
Jardim Santa Inês,MANDAQUI,,NORTE
Conjunto Residencial Santa Terezinha,MANDAQUI,,NORTE
Conjunto Residencial Santo Antonio,MANDAQUI,,NORTE
Vila Santo Antonio,MANDAQUI,,NORTE
Vila Santos,MANDAQUI,,NORTE
Jardim Sônia,MANDAQUI,,NORTE
Jardim Vieira de Carvalho,MANDAQUI,,NORTE
Vila Vitorio Mazzei,MANDAQUI,,NORTE
Água Fria,SANTANA,,NORTE
Parque Anhembi,SANTANA,,NORTE
Vila Benevente,SANTANA,,NORTE
Vila Bianca,SANTANA,,NORTE
Jardim Carmem Verônica,SANTANA,,NORTE
Chora Menino,SANTANA,,NORTE
Jardim do Colégio,SANTANA,,NORTE
Jardim Guanandi,SANTANA,,NORTE
Imirim,SANTANA,,NORTE
Vila Jose Casa Grande,SANTANA,,NORTE
Mandaqui,SANTANA,,NORTE
Vila Mariza Mazzei,SANTANA,,NORTE
Vila Matias,SANTANA,,NORTE
Vila Pauliceia,SANTANA,,NORTE
Vila Rabelo,SANTANA,,NORTE
Jardim Santa Luzia,SANTANA,,NORTE
Santa Terezinha,SANTANA,,NORTE
Santana,SANTANA,,NORTE
Vila Santana,SANTANA,,NORTE
Jardim São Paulo,SANTANA,,NORTE
Vila Siciliano,SANTANA,,NORTE
Vila Vitoria,SANTANA,,NORTE
Vila Zélia,SANTANA,,NORTE
Vila Albertina,TREMEMBÉ,,NORTE
Jardim Ataliba Leonel,TREMEMBÉ,,NORTE
Vila Aurora,TREMEMBÉ,,NORTE
Barrocada,TREMEMBÉ,,NORTE
Jardim Bibi,TREMEMBÉ,,NORTE
Bortolândia,TREMEMBÉ,,NORTE
Vila Brasil,TREMEMBÉ,,NORTE
Campo Limpo,TREMEMBÉ,,NORTE
Cantareira,TREMEMBÉ,,NORTE
Parque Casa da Pedra,TREMEMBÉ,,NORTE
Jardim Cristina,TREMEMBÉ,,NORTE
Jardim Daysi,TREMEMBÉ,,NORTE
Jardim Denise,TREMEMBÉ,,NORTE
Vila Dornas,TREMEMBÉ,,NORTE
Jardim Entre Serras,TREMEMBÉ,,NORTE
Vila Esmeralda,TREMEMBÉ,,NORTE
Conjunto Fidalgo,TREMEMBÉ,,NORTE
Vila Fidalgo,TREMEMBÉ,,NORTE
Jardim Floresta,TREMEMBÉ,,NORTE
Jardim da Fonte,TREMEMBÉ,,NORTE
Vila Francisco Mentem,TREMEMBÉ,,NORTE
Furnas,TREMEMBÉ,,NORTE
Guapira,TREMEMBÉ,,NORTE
Jardim Guapira,TREMEMBÉ,,NORTE
Jardim Iara,TREMEMBÉ,,NORTE
Jardim Ibira,TREMEMBÉ,,NORTE
Jardim Ibiratiba,TREMEMBÉ,,NORTE
Vila Irmãos Arnoni,TREMEMBÉ,,NORTE
Jardim Jaçanã,TREMEMBÉ,,NORTE
Jardim Joamar,TREMEMBÉ,,NORTE
Jardim Joana D'arc,TREMEMBÉ,,NORTE
Jardim Lugo,TREMEMBÉ,,NORTE
Jardim Luiza,TREMEMBÉ,,NORTE
Jardim Maria Antônia,TREMEMBÉ,,NORTE
Vila Maria Augusta,TREMEMBÉ,,NORTE
Jardim Maria Cândida,TREMEMBÉ,,NORTE
Jardim Maria Nazaré,TREMEMBÉ,,NORTE
Vila Marieta,TREMEMBÉ,,NORTE
Jardim Mario Fonseca,TREMEMBÉ,,NORTE
Jardim Martins Silva,TREMEMBÉ,,NORTE
Jardim Miguel Mauricio,TREMEMBÉ,,NORTE
Vila Nova Mazzei,TREMEMBÉ,,NORTE
Parque Palmas do Tremembé,TREMEMBÉ,,NORTE
Vila Paulistana,TREMEMBÉ,,NORTE
Jardim Das Pedras,TREMEMBÉ,,NORTE
Vila Pereira,TREMEMBÉ,,NORTE
Parque Petrópolis,TREMEMBÉ,,NORTE
Jardim Piqueri,TREMEMBÉ,,NORTE
Sitio do Piqueri,TREMEMBÉ,,NORTE
Jardim Quarto Centenário,TREMEMBÉ,,NORTE
Parque Ramos De Freitas,TREMEMBÉ,,NORTE
Jardim Das Rosas,TREMEMBÉ,,NORTE
Vila Dos Rosas,TREMEMBÉ,,NORTE
Santa Cruz Do Corisco,TREMEMBÉ,,NORTE
Jardim Santa Marcelina,TREMEMBÉ,,NORTE
Jardim Santa Maria,TREMEMBÉ,,NORTE
Jardim São Luis,TREMEMBÉ,,NORTE
Jardim São Manoel,TREMEMBÉ,,NORTE
Vila Solear,TREMEMBÉ,,NORTE
Tremembé,TREMEMBÉ,,NORTE
Parque Residencial Tremembé,TREMEMBÉ,,NORTE
Vila Vieira,TREMEMBÉ,,NORTE
Jardim Virginia Bianca,TREMEMBÉ,,NORTE
Vila Virginia,TREMEMBÉ,,NORTE
Vila Zilda,TREMEMBÉ,,NORTE
Barro Branco,TUCURUVI,,NORTE
Jardim Barro Branco,TUCURUVI,,NORTE
Vila Cachoeira,TUCURUVI,,NORTE
Vila Constança,TUCURUVI,,NORTE
Vila Dom Pedro 2,TUCURUVI,,NORTE
Jardim Dona Leonor Mendes de Barros,TUCURUVI,,NORTE
Jardim Floresta,TUCURUVI,,NORTE
Jardim Franca,TUCURUVI,,NORTE
Vila Germinal,TUCURUVI,,NORTE
Vila Gustavo,TUCURUVI,,NORTE
Jardim Kherlakian,TUCURUVI,,NORTE
Vila Mazzei,TUCURUVI,,NORTE
Jardim Nelson,TUCURUVI,,NORTE
Vila Nivi,TUCURUVI,,NORTE
Parada Inglesa,TUCURUVI,,NORTE
Vila Pedrosa,TUCURUVI,,NORTE
Parque Rodrigues Alves,TUCURUVI,,NORTE
Vila Santa Terezinha,TUCURUVI,,NORTE
Tucuruvi,TUCURUVI,,NORTE
Jardim Vieira de Carvalho,TUCURUVI,,NORTE
Parque Vitoria,TUCURUVI,,NORTE
Vila Bariri,VILA GUILHERME,,NORTE
Carandiru,VILA GUILHERME,,NORTE
Coroa,VILA GUILHERME,,NORTE
Jardim Coroa,VILA GUILHERME,,NORTE
Chácara Cuoco,VILA GUILHERME,,NORTE
Jardim da Divisa,VILA GUILHERME,,NORTE
Vila Eleonore,VILA GUILHERME,,NORTE
Vila Guilherme,VILA GUILHERME,,NORTE
Vila Isolina Mazzei,VILA GUILHERME,,NORTE
Vila Isolina,VILA GUILHERME,,NORTE
Vila Leonor,VILA GUILHERME,,NORTE
Vila Paiva,VILA GUILHERME,,NORTE
Vila Pizzotti,VILA GUILHERME,,NORTE
Vila Salvador Romeu,VILA GUILHERME,,NORTE
Vila Santa Catarina,VILA GUILHERME,,NORTE
Jardim Sara,VILA GUILHERME,,NORTE
Vila Vessoni,VILA GUILHERME,,NORTE
Jardim AndaraÍ,VILA MARIA,,NORTE
Jardim JapÃo,VILA MARIA,,NORTE
Vila Maria Alta,VILA MARIA,,NORTE
Vila Maria Baixa,VILA MARIA,,NORTE
Conjunto Promorar Vila Maria,VILA MARIA,,NORTE
Parque Vila Maria,VILA MARIA,,NORTE
Vila Maria,VILA MARIA,,NORTE
Parque Novo Mundo,VILA MARIA,,NORTE
Vila Alegria,VILA MEDEIROS,,NORTE
Jardim Brasil,VILA MEDEIROS,,NORTE
Vila Ede,VILA MEDEIROS,,NORTE
Vila Eleonore,VILA MEDEIROS,,NORTE
Vila Elisa,VILA MEDEIROS,,NORTE
Conjunto Promorar Fernão Dias,VILA MEDEIROS,,NORTE
Jardim Guançã,VILA MEDEIROS,,NORTE
Jardim Julieta,VILA MEDEIROS,,NORTE
Vila Medeiros,VILA MEDEIROS,,NORTE
Vila Munhoz,VILA MEDEIROS,,NORTE
Jardim Néila,VILA MEDEIROS,,NORTE
Parque Novo Mundo,VILA MEDEIROS,,NORTE
Conjunto Habitacional Jardim Paulistano,VILA MEDEIROS,,NORTE
Vila Sabrina,VILA MEDEIROS,,NORTE
