RAZÃO SOCIAL,ENDEREÇO,BAIRRO,BANDEIRA,PREÇO VENDA,PREÇO COMPRA,MODELIDADE DE COMPRA,FORNECEDOR (B BRANCA),DATA COLETA,DATA RECUSA,NOTA FISCAL
Posto de Servicos Automotivos e Comercio de Combustiveis Cabernet Ltda.,"Rua Visconde de Parnaiba, 2343",Mooca,IPIRANGA,4.299,3.784,FOB,-,05/11/2019,-,Sim
Auto Posto e Conveniencia Sp 12 Ltda,"Rua Sampaio Correa, 46",Jardim Pereira Leite,IPIRANGA,4.299,3.778,CIF,-,13/11/2019,-,Sim
Phenix - Comercio Varejista de Combustiveis Ltda,"Rua Silva Bueno, 754",Ipiranga,RAIZEN,4.299,3.861,CIF,-,12/11/2019,-,Sim
Posto de Serviços Elyon Ltda,"Rua Joaquim Marra, 458",Vila Matilde,IPIRANGA,4.299,3.818,CIF,-,05/11/2019,-,Sim
Posto de Servicos Mz Ltda.,"Avenida Vila Ema, 305",Vila Prudente,IPIRANGA,4.299,3.863,FOB,-,12/11/2019,-,Sim
Auto Posto Bom Pastor Ltda,"Rua Bom Pastor, 2432",Ipiranga,PETROBRAS DISTRIBUIDORA S.A.,4.349,3.794,FOB,-,12/11/2019,-,Sim
Auto Posto Francisco Falconi Ltda,"Avenida Francisco Falconi, 1530",Vl Prudente,PETROBRAS DISTRIBUIDORA S.A.,4.349,-,-,-,27/11/2019,-,Sim
Posto do Gaucho Ltda.,"Avenida Casa Verde, 100",Casa Verde,IPIRANGA,4.349,3.833,CIF,-,21/11/2019,-,Sim
Posto de Servico Mundo Novo Ltda,"Avenida Morvan Dias de Figueiredo, 6779",Parque Novo Mundo,PETROBRAS DISTRIBUIDORA S.A.,4.349,3.759,FOB,-,27/11/2019,-,Sim
Auto Posto Mirante Ltda,"Avenida Leoncio de Magalhaes, 1170",Jardim São Paulo,PETROBRAS DISTRIBUIDORA S.A.,4.358,3.805,CIF,-,21/11/2019,-,Sim
Auto Posto Nova Zilda Ltda,"Rua Zilda, 515",Casa Verde,PETROBRAS DISTRIBUIDORA S.A.,4.359,3.891,CIF,-,21/11/2019,-,Sim
Centro Comercial Mundocar Ltda,"Rua Leandro de Souza, 95",Sao Joao Climaco,IPIRANGA,4.369,-,-,-,25/11/2019,-,Sim
Auto Posto Tudo Bem Ltda,"Avenida Pires do Rio, 605",São Miguel Paulista,PETROBRAS DISTRIBUIDORA S.A.,4.377,-,-,-,21/11/2019,-,Sim
Auto Posto Benvenuto Ltda,"Rua Dom João Nery, 2429",Itaim Paulista,RAIZEN,4.379,3.667,CIF,-,27/11/2019,-,Sim
Walbrax Auto Center Ltda,"Rua Melchiades Neres de Campos, 514",Parque Santa Rita,PETROBRAS DISTRIBUIDORA S.A.,4.385,-,-,-,21/11/2019,-,Sim
Walbrax 1 Auto Center Ltda,"Avenida Pires do Rio, 458",São Miguel Paulista,PETROBRAS DISTRIBUIDORA S.A.,4.385,-,-,-,21/11/2019,-,Sim
Posto de Serviços Falke Ltda.,"Avenida Pires do Rio, 1784",São Miguel Paulista,IPIRANGA,4.389,3.895,CIF,-,21/11/2019,-,Sim
Auto Posto City Lapa Ltda,"Rua Cordilheiras, 4",Cicy Lapa 1,IPIRANGA,4.39,-,-,-,06/11/2019,-,Sim
Centro Automotivo Tancredo Neves Ltda,"Avenida Padre Arlino Vieira, 1380",Vl das Merces,PETROBRAS DISTRIBUIDORA S.A.,4.397,-,-,-,25/11/2019,-,Sim
Mural Auto Posto Ltda,"Rua Voluntarios da Patria, 3341",Santana,PETROBRAS DISTRIBUIDORA S.A.,4.398,-,-,-,21/11/2019,-,Sim
Auto Posto Oiti Ltda,"Avenida Regente Feijo, 1188",Agua Raza,PETROBRAS DISTRIBUIDORA S.A.,4.398,-,-,-,13/11/2019,-,Sim
Serve Auto & Terrazza Acapulco Ltda,"Avenida Nordestina, 1026",Vila Americana,PETROBRAS DISTRIBUIDORA S.A.,4.398,3.877,CIF,-,21/11/2019,-,Sim
Auto Posto Andronico Ltda,"Avenida Vila Ema, 5812",Vila Ema,IPIRANGA,4.399,3.853,CIF,-,26/11/2019,-,Sim
Auto Posto Fernando Falcão Ltda.,"Rua Fernando Falcão, 961",Alto da Mooca,PETROBRAS DISTRIBUIDORA S.A.,4.399,-,-,-,12/11/2019,-,Sim
Portal do Morumbi Servicos Automotivo Ltda,"Avenida Morumbi, 6705",Morumbi,RAIZEN,4.399,-,-,-,13/11/2019,-,Sim
Centro Automotivo Trebbiano Ltda,"Rua Diogo Lopes, 40 74",Vila Bertioga,RAIZEN,4.399,3.743,FOB,-,13/11/2019,-,Sim
Virgilio Fernando Cancela,"Rua Curuca, 532",Vila Maria,RAIZEN,4.399,3.856,CIF,-,27/11/2019,-,Sim
Tropical Gasolinas e Servicos Automotivos Ltda,"Avenida Alcantara Machado, 360",Moóca,RAIZEN,4.399,3.723,FOB,-,05/11/2019,-,Sim
Auto Posto Point Ltda - Epp,"Rua da Mooca, 3.622",Mooca,IPIRANGA,4.399,-,-,-,05/11/2019,-,Sim
Posto Jaguare Ltda,"Rua Schilling, 257",Vila Hamburguesa,RAIZEN,4.399,-,-,-,07/11/2019,-,Sim
Auto Posto Acari Ltda.,"Avenida Dr. Jose Artur Nova, 1.020",Sao Miguel Paulista,RAIZEN,4.399,3.816,CIF,-,06/11/2019,-,Sim
Auto Posto Sete Estrelas Ltda.,"Rua Joaquim de Oliveira Freitas, 32",Vila Jaguará,RAIZEN,4.399,-,-,-,06/11/2019,-,Sim
Oratório Posto de Serviço Ltda,"Rua do Oratório, 625",Moóca,RAIZEN,4.399,3.859,FOB,-,05/11/2019,-,Sim
Posto de Serviços Dominante Ltda,"Rua Visconde de Inhomerin, 918",Moóca,IPIRANGA,4.399,3.796,FOB,-,05/11/2019,-,Sim
Portal Leste Auto Posto Ltda,"Avenida Alcantara Machado, 1884",Bras,RAIZEN,4.399,-,-,-,05/11/2019,-,Sim
Posto Bom Retiro Ltda,"Rua Jaragua, 267",Bom Retiro,PETROBRAS DISTRIBUIDORA S.A.,4.399,-,-,-,06/11/2019,-,Sim
Posto Faga & Bizarria Derivados de Petroleo Eireli,"Rua Jorge Joao Saad, 161 e 165",Morumbi,RAIZEN,4.399,-,-,-,13/11/2019,-,Sim
Lavandisca Auto Posto Ltda,"Alameda Jauaperi, 571",Indianopolis,IPIRANGA,4.399,-,-,-,13/11/2019,-,Sim
Auto Posto Juatindiba Ltda,"Rua Celso de Azevedo Marques, 523",Parque da Mooca,RAIZEN,4.399,3.869,FOB,-,12/11/2019,-,Sim
Brilhante Auto Posto Ltda,"Avenida da Aclimacao, 613",Aclimacao,RAIZEN,4.399,-,-,-,12/11/2019,-,Sim
Auto Posto Águia Forte Ltda,"Rua General Porfírio da Paz, 19",Jardim Grimaldi,IPIRANGA,4.399,3.835,FOB,-,26/11/2019,-,Sim
Claryn Auto Posto Ltda - Epp,"Avenida Flamingo, 379 A",Vila Nova Curuca,IPIRANGA,4.399,-,-,-,21/11/2019,-,Sim
Posto de Servicos Sao Jose Ltda,"Rua Goncalo Soares de Franca, 100",Jardim Floresta,IPIRANGA,4.399,-,-,-,26/11/2019,-,Sim
Centro Automotivo Descampado Ltda,"Rua Descampado, 22",Vila Vera,IPIRANGA,4.399,3.866,CIF,-,25/11/2019,-,Sim
Auto Posto Rebelo Ltda.,"Rua Francisco Rebelo, 189",Vila California,PETROBRAS DISTRIBUIDORA S.A.,4.399,-,-,-,27/11/2019,-,Sim
Packard Auto Posto Limitada,"Rua Olympia Semeraro, 712",Vila Livieiro,RAIZEN,4.399,3.896,FOB,-,25/11/2019,-,Sim
Original Max Auto Posto Ltda,"Avenida Doutor Bernardino Brito Fonseca de Carvalho, 33",Vila Talarico,IPIRANGA,4.399,3.876,FOB,-,27/11/2019,-,Sim
Posto de Servico D Alcantara Ltda,"Rua Alcantara, 590",Vila Maria,BRANCA,4.399,-,-,-,27/11/2019,-,Sim
Auto Posto Jardim Avelino Ltda,"Rua Mario Augusto do Carmo, 562",Jardim Avelino,RAIZEN,4.399,3.869,FOB,-,27/11/2019,-,Sim
Posto de Servicos Automotivos e Comercio de Combustiveis Touriga Ltda,"Avenida Morvan Dias de Figueiredo, 5265",Vila Maria,IPIRANGA,4.399,3.828,FOB,-,27/11/2019,-,Sim
Paraki Auto Posto Ltda,"Rua Vieira de Morais, 1029",Campo Belo,RAIZEN,4.399,-,-,-,25/11/2019,-,Sim
Auto Posto Estrela da Paz Ltda.,"Avenida Dona Belmira Marim, 4045",Parque Brasil,IPIRANGA,4.399,3.79,CIF,-,13/11/2019,-,Sim
Bristol Auto Posto e Servicos Ltda.,"Avenida Regente Feijo, 639",Agua Rasa,RAIZEN,4.399,-,-,-,13/11/2019,-,Sim
Posto Presidente Jk Ltda,"Rua Voluntarios da Patria, 233",Santana,IPIRANGA,4.399,3.893,FOB,-,21/11/2019,-,Sim
Automotivo Tangerinas Ltda,"Rua Tangerinas, 353",Casa Verde,IPIRANGA,4.399,3.818,CIF,-,21/11/2019,-,Sim
Guaraita Auto Posto Ltda,"Rua Guaraita, 1139",Vila Curuça Velha,IPIRANGA,4.399,-,-,-,21/11/2019,-,Sim
Auto Posto Alameda Sacoma Ltda,"Via Anchieta, 2013",Vila Bandeirantes,RAIZEN,4.399,-,-,-,25/11/2019,-,Sim
Posto de Servicos Rally Ltda,"Avenida Vila Ema, 2555",Vila Ema,RAIZEN,4.399,3.963,FOB,-,27/11/2019,-,Sim
3auto Posto Rosa dos Ventos Ltda,"Avenida Sapopemba, 3773",Vila Diva,IPIRANGA,4.399,3.916,FOB,-,26/11/2019,-,Sim
Posto de Servicos Golan Ltda,"Avenida Sumare, 1549",Perdizes,IPIRANGA,4.399,-,-,-,21/11/2019,-,Sim
Auto Posto Galena Ltda,"Avenida Dr Ricardo Jafet, 3274",Vila Gumercindo,RAIZEN,4.399,3.793,FOB,-,18/11/2019,-,Sim
Duque Santana Auto Posto Ltda,"Rua Voluntarios da Patria, 1375",Santana,IPIRANGA,4.399,-,-,-,21/11/2019,-,Sim
Auto Posto D Pedro Ltda,"Rua Manifesto, 2795",Ipiranga,IPIRANGA,4.449,-,-,-,12/11/2019,-,Sim
Auto Posto Bauru Ltda,"Rua Cayowaa, 45",Perdizes,IPIRANGA,4.485,-,-,-,21/11/2019,-,Sim
Posto de Servicos Estrela Azul Ltda - Epp,"Rua Bom Pastor, 1763",Ipiranga,PETROBRAS DISTRIBUIDORA S.A.,4.49,3.798,FOB,-,12/11/2019,-,Sim
Posto Jirau Ltda.,"Avenida do Cursino, 3794",Saude,IPIRANGA,4.495,-,-,-,25/11/2019,-,Sim
Joluce Auto Posto Ltda,"Rua Gal Lecor, 1144",Ipiranga,IPIRANGA,4.499,3.811,CIF,-,12/11/2019,-,Sim
Auto Posto Pedra Azul Ltda,"Rua Pedra Azul, 670",Aclimação,RAIZEN,4.499,-,-,-,12/11/2019,-,Sim
Leve Limpo Auto Posto Ltda,"Rua Americo Vespucci, 180",Vila Prudente,PETROBRAS DISTRIBUIDORA S.A.,4.499,3.865,FOB,-,12/11/2019,-,Sim
Posto de Serviços Automotivos e Comércio de Combustíveis Brooklin Ltda,"Avenida Padre Antonio José dos Santos, 1575",Brooklin,PETROBRAS DISTRIBUIDORA S.A.,4.499,-,-,-,13/11/2019,-,Sim
Elite Posto de Servicos Ltda,"Estrada do Oratorio, 3333",Prq Sao Lucas,IPIRANGA,4.499,3.802,FOB,-,26/11/2019,-,Sim
Espanha Serviços Automotivos Ltda.,"Rua Jeriquara, 109",Vila Inah,IPIRANGA,4.499,3.824,CIF,-,13/11/2019,-,Sim
Di Florença Derivados de Petroleo Ltda,"Rua Dona Matilde, 735",Vila Matilde,PETROBRAS DISTRIBUIDORA S.A.,4.499,3.792,CIF,-,05/11/2019,-,Sim
Auto Posto Tejo Ltda,"Rua Bixira, 31",Moóca,RAIZEN,4.499,3.886,FOB,-,12/11/2019,-,Sim
Posto Videira Ltda,"Avenida Jardim Japao, 359",Jd Brasil,IPIRANGA,4.499,-,-,-,06/11/2019,-,Sim
Auto Posto Tremembé Ltda,"Avenida Nova Cantareira, 4892",Jardim Tremembé,PETROBRAS DISTRIBUIDORA S.A.,4.499,3.802,CIF,-,06/11/2019,-,Sim
Auto Posto Vila Matilde Ltda,"Rua da Matilde, 637",Vl Matilde,IPIRANGA,4.499,3.845,FOB,-,05/11/2019,-,Sim
Auto Posto Nemo Ltda,"Avenida Giovanni Gronchi, 3577",Vila Andrade,IPIRANGA,4.499,-,-,-,26/11/2019,-,Sim
Tonicar Auto Posto Eireli,"Avenida Prefeito Fabio Prado, 2201",Jardim Vila Mariana,RAIZEN,4.499,3.876,FOB,-,18/11/2019,-,Sim
Auto Posto Sao Vicente Depaula Ltda,"Rua Regino Aragao, 150",Ipiranga,IPIRANGA,4.499,3.932,CIF,-,25/11/2019,-,Sim
Darmo & Mario Ltda,"Estrada de Parelheiros, 220",Parelheiros,PETROBRAS DISTRIBUIDORA S.A.,4.499,3.89,CIF,-,26/11/2019,-,Sim
Trapezio Auto Posto Ltda,"Rua Costa Barros, 2695",Vila Alpina,RAIZEN,4.499,-,-,-,26/11/2019,-,Sim
Posto de Servicos Adriser Ltda,"Rua Votupoca, 34",Vila Ipojuca,BRANCA,4.499,-,-,-,21/11/2019,-,Sim
Auto Posto Qualita Ltda,"Rua Sarapui, 277",Moóca,PETROBRAS DISTRIBUIDORA S.A.,4.499,3.872,FOB,-,12/11/2019,-,Sim
Auto Posto Bartira Ltda,"Rua Cardoso de Almeida, 1082",Perdizes,IPIRANGA,4.499,-,-,-,21/11/2019,-,Sim
Auto Posto Bondinho Ltda,"Rua Cotoxo, 364",Vila Pompeia,IPIRANGA,4.499,-,-,-,21/11/2019,-,Sim
Juventus Varejista de Combustíveis Ltda.,"Rua João Antonio de Oliveira, 108",Moóca,RAIZEN,4.499,-,-,-,05/11/2019,-,Sim
Auto Posto Trilhos Ltda.,"Rua Taquari, 14",Mooca,PETROBRAS DISTRIBUIDORA S.A.,4.499,3.941,CIF,-,13/11/2019,-,Sim
Centro Automotivo Sao Rafael Ltda,"Rua Orville Derby, 284",Mooca,IPIRANGA,4.499,3.763,FOB,-,05/11/2019,-,Sim
Auto Posto Moleke Travesso Ltda.,"Rua Domingos da Fonseca, 34",Parque da Mooca,PETROBRAS DISTRIBUIDORA S.A.,4.499,-,-,-,12/11/2019,-,Sim
Auto Posto Cidade Ltda,"Rua Frederico Alvarenga, 65",Se,PETROBRAS DISTRIBUIDORA S.A.,4.549,3.789,FOB,-,21/11/2019,-,Sim
Auto Posto Paes de Barros Ltda,"Avenida Paes de Barros, 1064",Mooca,RAIZEN,4.599,-,-,-,12/11/2019,-,Sim
Brasao Auto Servico Ltda,"Rua Felipe Galvao, 589",Vl Granada,PETROBRAS DISTRIBUIDORA S.A.,4.599,3.8,FOB,-,05/11/2019,-,Sim
Auto Posto Cotegipe Ltda,"Rua Belem, 275",Belenzinho,IPIRANGA,4.599,-,-,-,05/11/2019,-,Sim
Auto Posto Nr Ltda .,"Avenida Professor Ignacio Anhaia Mello, 1501",Vila Prudente,PETROBRAS DISTRIBUIDORA S.A.,4.599,-,-,-,12/11/2019,-,Sim
Auto Posto Status do Morumbi Ltda,"Marechal Hastinfilo de Moura, 335",Vila Suzana,IPIRANGA,4.599,3.948,CIF,-,26/11/2019,-,Sim
Jurua Auto Posto Ltda,"Rua Cardoso de Almeida, 751",Perdizes,RAIZEN,4.599,-,-,-,21/11/2019,-,Sim
Auto Posto Tiburcio de Souza Limitada,"Rua Tiburcio de Souza, 1000",Jardim Dulin,IPIRANGA,4.599,3.972,FOB,-,27/11/2019,-,Sim
Posto de Gasolina Regente Ltda,"Rua dos Machados, 101",Vl Guilherme,IPIRANGA,4.599,-,-,-,21/11/2019,-,Sim
Peninha Auto Posto Ltda,"Rua Itajuibe, 671",Jardim Ida Guedes,IPIRANGA,4.599,3.918,FOB,-,27/11/2019,-,Sim
Parambos Auto Posto Ltda,"Avenida Bosque da Saude, 2135",Saude,RAIZEN,4.599,-,-,-,18/11/2019,-,Sim
Super Posto Flor do Carrão Ltda,"Avenida Conselheiro Carrão, 2673",Vila Carrão,ALESAT,4.599,4.009,FOB,-,19/11/2019,-,Sim
Posto Pauliceia Ltda,"Alameda Eduardo Prado, 874",Barra Funda,IPIRANGA,4.659,-,-,-,21/11/2019,-,Sim
Portal Imperatriz Auto Posto Ltda. - Epp,"Avenida Imperatriz Leopoldina, 1389",Vila Leopoldina,IPIRANGA,4.699,3.797,FOB,-,07/11/2019,-,Sim
São Luis - Comercio Varejista de Combustíveis Ltda.,"Avenida Santa Amaro, 650",Jardim Paulista,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,13/11/2019,-,Sim
Auto Posto Pacaembu Ltda,"Avenida Arnolfo Azevedo, 261",Pacaembu,RAIZEN,4.699,-,-,-,21/11/2019,-,Sim
Auto Posto Takata Ltda.,"Avenida Pires do Rio, 1856",Jardim São Sebastião,IPIRANGA,4.699,3.943,CIF,-,21/11/2019,-,Sim
Centro Automotivo Portal Jardim Sul Ltda,"Avenida Giovanni Gronchi, 5595",Vila Andrade,PETROBRAS DISTRIBUIDORA S.A.,4.699,-,-,-,26/11/2019,-,Sim
Auto Posto Austria Ltda,"Avenida Pres. Juscelino Kubitschek, 1069",Vl Olimpia,PETROBRAS DISTRIBUIDORA S.A.,4.699,3.82,CIF,-,13/11/2019,-,Sim
Auto Posto Savemo Ltda,"Avenida Pe Antonio Jose Santos, 790",Cidade Moncoes,RAIZEN,4.799,-,-,-,13/11/2019,-,Sim
Auto Posto Nakia Ltda,"Rua Pedroso, 288",Liberdade,PETROBRAS DISTRIBUIDORA S.A.,4.799,3.806,CIF,-,21/11/2019,-,Sim
Posto de Serviço Jardim America Ltda,"Rua Colombia, 26",Jardim América,RAIZEN,4.799,-,-,-,21/11/2019,-,Sim
Auto Posto Tupi Ltda,"Rua Alvaro Ramos, 401",Belem,RAIZEN,4.799,-,-,-,05/11/2019,-,Sim
Auto Posto Ouro 22 Ltda,"Rua Bar Jaceguai, 1472",Campo Belo,PETROBRAS DISTRIBUIDORA S.A.,4.897,-,-,-,25/11/2019,-,Sim
Posto Diamante Ltda,"Rua Muniz de Souza, 1048",Aclimação,IPIRANGA,4.897,3.887,FOB,-,12/11/2019,-,Sim
Auto Posto Duque Salim Maluf Ltda.,"Avenida Salim Farah Maluf, 3400",Vila Bertioga,BRANCA,4.899,3.796,FOB,PETROBRAS DISTRIBUIDORA S.A.,13/11/2019,-,Sim
Auto Posto Bug Ltda,"Rua Francisco Tramontano, 207",Morumbi,PETROBRAS DISTRIBUIDORA S.A.,4.899,-,-,-,26/11/2019,-,Sim
Orion Auto Posto Ltda,"Avenida Jaguare (antiga Rua Santo Eurilo N 360), 740",Jaguare,RAIZEN,4.899,-,-,-,07/11/2019,-,Sim
Auto Posto Sao Paulo Ltda,"Avenida Joao Dias, 794",Santo Amaro,PETROBRAS DISTRIBUIDORA S.A.,4.949,-,-,-,25/11/2019,-,Sim
Auto Posto Duque Jk Ltda.,"Avenida Juscelino Kubistcheck, 909",Chacara Itaim,BRANCA,4.99,3.836,CIF,PETROBRAS DISTRIBUIDORA S.A.,13/11/2019,-,Sim
Auto Posto Recanto da Vitoria Com e S de Comb Lub Ltda,"Avenida Jorge Joao Saad, 887",Vila Progredior,IPIRANGA,4.99,-,-,-,13/11/2019,-,Sim
Tex Auto Posto Ltda,"Avenida Aricanduva, 539",Tatuapé,IPIRANGA,4.997,-,-,-,13/11/2019,-,Sim
Sky Auto Posto Ltda,"Rua Estados Unidos, 1776",Jardim Paulista,IPIRANGA,4.999,-,-,-,21/11/2019,-,Sim
Silvia Maria Pinto Santos,"Avenida Doutor Ricardo Jafet, 1101",Vila Santa Eulalia,RAIZEN,4.999,-,-,-,18/11/2019,-,Sim
Posto Jardim da Saude Ltda,"Avenida do Cursino, 2154",Jardim da Saúde,IPIRANGA,4.999,-,-,-,18/11/2019,-,Sim
Maxicar Auto Serv. Ltda,"Rua Jose Maria Lisboa, 756",Jardim América,IPIRANGA,4.999,-,-,-,21/11/2019,-,Sim
Auto Posto Hygienopolis Ltda,"Avenida Angelica, 1322",Hygienopolis,IPIRANGA,4.999,-,-,-,21/11/2019,-,Sim
Centro Automotivo Finlandia Ltda,"Rua Lavariz, 3",Pq Colonial,IPIRANGA,4.999,-,-,-,25/11/2019,-,Sim
Centro Automotivo Jardins Ltda,"Rua Estados Unidos, 1930",Jd. America,IPIRANGA,4.999,-,-,-,21/11/2019,-,Sim
Auto Posto José Maria Lisboa Ltda.,"Avenida Nove de Julho, 3062",Jardim Paulista,PETROBRAS DISTRIBUIDORA S.A.,4.999,-,-,-,21/11/2019,-,Sim
Zero Bala Auto Posto Ltda,"Rua Bar do Triunfo, 541",Brooklin,RAIZEN,4.999,-,-,-,13/11/2019,-,Sim
Posto de Servicos Talisma Sao Paulo Ltda,"Alameda Jauaperi, 45",Indianopolis,PETROBRAS DISTRIBUIDORA S.A.,4.999,-,-,-,13/11/2019,-,Sim
Rf- 7 Posto de Serviço Ltda,"Rua Bela Cintra, 1507",Cerqueira César,IPIRANGA,4.999,-,-,-,21/11/2019,-,Sim
Auto Posto Dinamarca Ltda.,"Rua Doutor Luiz Migliano, 977",Jardim Cabore,PETROBRAS DISTRIBUIDORA S.A.,5.799,-,-,-,26/11/2019,-,Sim
Posto de Servicos Profissionalismo Ltda,"Rua Bixira, 234",Alto da Mooca,IPIRANGA,-,-,-,-,-,12/11/2019,Não
Allbatross Serviços Automotivos Ltda.,"Rua Silva Bueno, 1195",Ipiranga,IPIRANGA,-,-,-,-,-,12/11/2019,Não
Auto Posto Lik Ltda,"Rua Fernando Falcao, 537",Mooca,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Serviços Automotivos Pla Ltda,"Rua da Mooca, 2172",Moóca,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Centro Automotivo Jardins Ltda,"Rua Estados Unidos, 1930",Jd. America,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Posto de Gasolina Regente Ltda,"Rua dos Machados, 101",Vl Guilherme,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Guaraita Auto Posto Ltda,"Rua Guaraita, 1139",Vila Curuça Velha,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Miracatu Auto Posto Ltda,"Rua Matias Aires, 341",Consolacao,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Auto Posto Bondinho Ltda,"Rua Cotoxo, 364",Vila Pompeia,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Auto Posto Cotegipe Ltda,"Rua Belem, 275",Belenzinho,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Auto Posto Hygienopolis Ltda,"Avenida Angelica, 1322",Hygienopolis,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Auto Posto Nossa Senhora da Penha Ltda,"Avenida Amador Bueno da Veiga, 20",Penha,ALESAT,-,-,-,-,-,05/11/2019,Não
Posto de Serviços Holandes Ltda,"Avenida Nova Cantareira, 4634",Tremembe,ALESAT,-,-,-,-,-,06/11/2019,Não
Auto Posto Novo Cantanhede Ltda,"Avenida Sao Miguel, 3981",Vila Rio Branco,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Sakura Ltda,"Rua Alto Belo, 850",Vila Antonieta,BRANCA,-,-,-,-,-,19/11/2019,Não
Auto Posto M1 Eireli,"Rua Vergueiro, 4999",Vila Mariana,BRANCA,-,-,-,-,-,18/11/2019,Não
Parking Gas Ltda,"Avenida Imperador, 5470",Vila Verde,BRANCA,-,-,-,-,-,21/11/2019,Não
Auto Posto Aveiro da Vila Albertina Eireli,"Avenida Santa Marina, 2268",Vila Albertina,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Dherinho Ltda,"Rua Joao Rudge, 101",Casa Verde,BRANCA,-,-,-,-,-,13/11/2019,Não
Auto Posto Vila Salete Ltda.,"Avenida Amador Bueno da Veiga, 1603",Penha de Franca,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Manuel Gaya Ltda,"Rua Cassuarinas, 20/32",Vila Nova Mazzei,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Portal Edu Chaves Ltda,"Avenida Edu Chaves, 283",Parque Edu Chaves,BRANCA,-,-,-,-,-,06/11/2019,Não
Distribuidor de Combustiveis Auto Posto Lindt Ltda,"Rua Goncalo Madeira, 305",Jaguare,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Francisco Mesquita Ltda.,"Avenida Doutor Francisco Mesquita, 917",Vila Prudente,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Oiti Ltda,"Avenida Regente Feijo, 1188",Agua Raza,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Auto Posto City Aricanduva Ltda,"Rua Sebastiao de Andrade, 99",Vila Matilde,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Centro Automotivo Cartagena Ltda,"Rua General Chagas Santos, 961",Saúde,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,18/11/2019,Não
G-10 Estacao de Servicos Automotivos Ltda.,"Avenida Conselheiro Carrao, 1624",Vila Carrao,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,19/11/2019,Não
Auto Posto Aero Marte Ltda,"Rua Faustino Pereira Matias, 86",Santana,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Prata 90 Ltda,"Rua Padre Joao Manuel, 386",Cerqueira César,RAIZEN,-,-,-,-,-,21/11/2019,Não
Centro Automotivo Ccc Ltda,"Rua Carneiro da Cunha, 590",Saúde,RAIZEN,-,-,-,-,-,18/11/2019,Não
Auto Posto Grande Avenida Ltda,"Avenida do Cursino, 2599",Jardim da Saúde,RAIZEN,-,-,-,-,-,25/11/2019,Não
Jurua Auto Posto Ltda,"Rua Cardoso de Almeida, 751",Perdizes,RAIZEN,-,-,-,-,-,21/11/2019,Não
Auto Posto Panamericano Ltda,"Estrada das Taipas, 1335",Jaraguá,RAIZEN,-,-,-,-,-,06/11/2019,Não
Auto Posto Colina Ltda,"Rua dos Radialistas, 51",Parque Sao Domingos,RAIZEN,-,-,-,-,-,06/11/2019,Não
Gibraltar Gasolinas e Serviços Automotivos Ltda,"Rua Americo Brasiliense, 1729",Chacara Santo Antonio,RAIZEN,-,-,-,-,-,25/11/2019,Não
Auto Posto Lacerda Franco Ltda,"Avenida Lacerda Franco, 1793",Cambuci,IPIRANGA,-,-,-,-,-,12/11/2019,Não
Auto Posto D Pedro Ltda,"Rua Manifesto, 2795",Ipiranga,IPIRANGA,-,-,-,-,-,12/11/2019,Não
Lavandisca Auto Posto Ltda,"Alameda Jauaperi, 571",Indianopolis,IPIRANGA,-,-,-,-,-,13/11/2019,Não
Duque Santana Auto Posto Ltda,"Rua Voluntarios da Patria, 1375",Santana,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Centro Automotivo Finlandia Ltda,"Rua Lavariz, 3",Pq Colonial,IPIRANGA,-,-,-,-,-,25/11/2019,Não
Auto Posto 5000 Ltda,"Avenida Amador Bueno da Veiga, 2550",Vila Esperanca,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Auto Posto Andrade Rosa Ltda.,"Rua Lopes da Costa, 1212",Chacara Sao Joao,IPIRANGA,-,-,-,-,-,06/11/2019,Não
Auto Posto Palmeiras Ltda,"Rua Benedito Guedes de Oliveira, 561",Vila Palmeiras,ALESAT,-,-,-,-,-,13/11/2019,Não
Auto Posto Portal do Ipiranga Ltda. - Epp,"Rua Barao de Resende, 66",Ipiranga,ALESAT,-,-,-,-,-,12/11/2019,Não
